0,551,12388,112,
287,-193,27654,171,
484,-1287,22777,91,
597,-2007,17169,102,
650,-2596,11397,139,
628,-2703,6425,266,
591,-2539,627,324,
508,-2163,-6605,252,
358,-1726,-12576,171,
181,-1212,-13761,109,
-27,-598,-16711,116,
-226,142,-23087,162,
-394,968,-26464,196,
-517,1635,-27641,197,
-595,2118,-27951,126,
-592,2564,-21591,16,
-561,2871,-8907,0,
-542,2855,4949,93,
-442,2454,13360,180,
-241,1769,13910,199,
-37,920,22906,193,
130,-51,31040,139,
291,-1068,30354,98,
433,-1971,29937,103,
496,-2587,21906,147,
475,-2900,9406,273,
443,-2960,-5873,323,
378,-2793,-19501,243,
255,-2284,-22424,159,
89,-1494,-13501,110,
-115,-686,-4153,132,
-318,176,-2359,179,
-512,1103,-6287,205,
-670,1885,-13151,195,
-745,2462,-18876,119,
-730,2798,-25390,6,
-660,2913,-29731,-9,
-559,2814,-21318,91,
-408,2360,-4371,188,
-181,1875,15353,214,
84,1390,29375,217,
319,364,31332,156,
516,-1001,29899,90,
635,-2212,22491,88,
681,-3020,6814,135,
660,-3385,-4433,263,
597,-3381,-9415,310,
491,-2992,-11086,240,
374,-2265,-9415,166,
297,-1426,-9476,112,
198,-550,-12281,131,
65,373,-14680,175,
-100,1329,-15376,199,
-275,2161,-16332,192,
-397,2587,-14532,114,
-466,2757,-10707,7,
-547,2868,-7213,-9,
-501,2733,-392,88,
-317,2248,7046,191,
-157,1525,9684,219,
-62,743,15660,215,
79,-118,25567,177,
321,-1030,28227,124,
473,-1849,22631,91,
554,-2469,13050,110,
640,-2806,5646,233,
686,-2862,-1635,302,
594,-2645,-10590,238,
394,-2163,-14832,168,
81,-1471,-14654,121,
-258,-712,-14667,140,
-467,109,-14267,184,
-674,937,-13884,205,
-859,1675,-13353,193,
-965,2293,-11773,106,
-977,2698,-9234,-7,
-884,2845,-6125,-17,
-765,2716,-1599,84,
-607,2427,2655,191,
-350,1864,6897,218,
-88,1023,7467,219,
132,84,7168,171,
360,-877,15926,112,
542,-1738,27772,105,
654,-2363,31554,136,
717,-2686,27606,237,
756,-2653,15833,290,
746,-2348,662,231,
650,-1813,-13640,163,
470,-1165,-24542,121,
268,-565,-30091,139,
93,117,-30520,186,
-106,912,-29102,214,
-319,1603,-21262,185,
-467,1995,-10565,95,
-548,2220,-3524,-6,
-594,2360,4485,-10,
-611,2336,10535,97,
-538,1993,17658,193,
-373,1627,21939,212,
-183,1537,17492,211,
-21,790,13213,167,
185,-616,7476,109,
567,-1993,3623,98,
864,-3076,8607,138,
980,-3683,12968,250,
986,-3780,8692,291,
839,-3134,-1885,214,
667,-2068,-11377,145,
461,-635,-16559,102,
160,923,-25430,135,
-204,1461,-32768,184,
-597,1551,-30724,211,
-926,1609,-17879,195,
