115,1170,172,6092,
156,2497,842,13548,
-254,1935,2869,11488,
-525,1346,6626,10281,
-583,459,7254,6999,
-486,-328,5382,2773,
-219,-936,4492,-854,
-110,-1386,4435,-3204,
-199,-1693,4325,-4980,
-321,-1879,2980,-6909,
-343,-1922,2343,-9042,
-163,-1740,2631,-8672,
65,-1502,114,-5318,
282,-1409,-3935,-4977,
417,-1139,-7013,-5330,
424,-477,-8560,-2498,
394,346,-10159,269,
386,1082,-9729,836,
415,1642,-6760,1371,
412,2107,-5157,4453,
353,2331,-2533,9142,
291,2230,513,11044,
231,1913,1575,9874,
213,1276,2997,8694,
186,440,4564,6056,
11,-348,7586,2480,
-165,-938,9918,50,
-299,-1300,8005,-394,
-445,-1560,4274,-2711,
-560,-1709,2044,-7480,
-630,-1753,3127,-9085,
-616,-1601,2325,-8168,
-400,-1413,-1714,-6438,
-66,-1623,-4488,-6371,
161,-1510,-5131,-6960,
233,-671,-6565,-5601,
281,215,-9718,-2622,
291,1057,-10950,363,
251,1782,-8505,3296,
237,2241,-4977,5724,
220,2427,-1246,6858,
184,2331,961,8758,
124,1842,2033,11569,
85,1199,3982,11728,
48,583,6174,8061,
-45,-116,8418,4185,
-124,-785,8833,2287,
-162,-1278,8319,-1090,
-171,-1582,5246,-6043,
-155,-1745,-937,-9128,
-90,-1793,-2223,-7590,
17,-1630,738,-6407,
50,-1358,-619,-7488,
40,-1266,-3390,-6443,
25,-1138,-3895,-4215,
-35,-600,-6072,-3029,
-76,243,-9932,-2522,
-92,1044,-12291,-398,
-82,1615,-7695,2159,
-11,2062,-432,4070,
90,2284,314,7073,
228,2222,223,9238,
328,1964,1663,10095,
319,1373,3352,9541,
181,496,5455,6336,
-67,-312,8186,2307,
-250,-918,8897,-990,
-381,-1346,6897,-3070,
-480,-1634,4412,-3825,
-390,-1838,1742,-5275,
-171,-1891,-1724,-6130,
-21,-1720,-4876,-5898,
-56,-1496,-6078,-5386,
3,-1388,-1545,-5890,
212,-1114,2270,-8618,
340,-478,-1793,-8174,
384,328,-6994,-4605,
402,1075,-11620,-1578,
367,1670,-12069,2298,
208,2142,-4249,8085,
1,2375,2048,11899,
-177,2294,2379,11489,
-285,1981,2287,12045,
-209,1356,3376,13699,
-74,508,5371,12019,
25,-271,5064,7297,
150,-889,3964,1386,
148,-1330,5943,-3793,
53,-1613,6192,-7143,
-25,-1786,3551,-9465,
-83,-1851,2530,-10331,
-135,-1677,2136,-10255,
-189,-1447,8,-10036,
-181,-1522,-2747,-9014,
-88,-1300,-5297,-7563,
51,-506,-6881,-5609,
181,360,-8819,-2892,
271,1052,-9988,-47,
311,1550,-8060,2027,
269,1991,-4871,4544,
143,2177,-1514,8165,
14,2178,553,10152,
-29,2073,5745,12473,
-15,1549,7376,14300,
-65,722,1968,11793,
-168,-68,1481,7266,
-188,-730,5973,1419,
-218,-1228,8477,-4523,
-202,-1562,7490,-6495,
-68,-1895,5610,-7321,
-61,-2030,3966,-7857,
-106,-1757,2433,-6200,
-177,-1459,-1042,-4351,
-282,-1358,-5455,-4615,
-288,-1133,-8024,-7250,
-187,-522,-9303,-6690,
-55,295,-9791,-3303,
105,1048,-8827,1141,
320,1638,-7030,3104,
470,2118,-3995,3752,
473,2393,-2029,7116,
415,2322,63,7839,
349,2011,2836,7329,
246,1338,4045,8361,
94,482,5069,6581,
-89,-330,6016,2602,
-222,-1073,6040,302,
-266,-1433,6643,-1042,
-230,-1564,6764,-3354,
-218,-1681,5898,-6061,
-273,-1735,4660,-6144,
-257,-1617,1358,-2832,
-192,-1390,-1701,-2124,
-71,-1243,-3265,-7599,
103,-983,-6784,-12271,
160,-377,-8869,-11297,
151,411,-8693,-8188,
172,1108,-10230,-3982,
199,1459,-11045,3452,
