12,-60,3338,-4959,
-11,960,8631,-10699,
-20,1595,9301,-7669,
-11,1982,9295,-3875,
-8,2347,7850,206,
-5,2330,5079,2692,
1,2074,2132,4250,
10,1729,-754,6650,
20,1361,-3838,8862,
19,781,-6194,10714,
14,-8,-6913,11111,
9,-792,-7234,9399,
2,-1453,-7897,7213,
7,-2053,-8060,4214,
13,-2486,-8168,1006,
15,-2599,-7481,-2279,
10,-2409,-5059,-6039,
10,-1949,-554,-9331,
7,-1318,4147,-11073,
-4,-548,5971,-10361,
-20,288,6494,-9159,
-26,1026,8247,-9834,
-18,1583,9229,-8876,
-2,2043,8861,-4471,
11,2341,7482,-399,
18,2336,4752,2905,
21,2081,2217,6268,
20,1737,-664,9308,
26,1357,-4133,11711,
17,724,-7535,12326,
3,-104,-9407,10779,
-7,-876,-9028,9170,
-7,-1531,-7371,7344,
-5,-2132,-5899,4438,
-2,-2540,-7563,1261,
5,-2598,-9473,-1752,
13,-2362,-6948,-5222,
9,-1899,8,-7998,
6,-1264,7393,-9229,
6,-479,9881,-9934,
6,357,9262,-10237,
5,1061,9199,-9868,
-3,1582,8839,-7271,
-18,2042,7809,-3678,
-33,2343,6279,-782,
-56,2060,4275,2204,
-50,1733,2260,5653,
-44,1361,-834,8877,
-31,715,-4034,10960,
-18,-103,-6278,11266,
-15,-868,-7982,9763,
-9,-1504,-9235,7239,
-1,-2084,-9511,5028,
5,-2483,-8509,2968,
3,-2558,-6903,698,
-2,-2334,-5448,-1879,
-4,-1864,-3914,-5278,
-7,-1225,-1337,-7757,
-5,-445,1973,-8894,
0,387,5252,-9168,
5,1067,7560,-9397,
2,1569,9342,-9632,
1,2024,10246,-7583,
5,2289,9325,-3857,
7,2278,7236,-886,
7,2022,4760,2285,
7,1673,2003,6830,
7,1270,-746,9448,
7,616,-4149,10350,
3,-186,-8006,11653,
-1,-928,-9199,9115,
-4,-1549,-9733,4239,
-14,-2120,-9715,2446,
-25,-2499,-8593,1822,
-23,-2552,-8095,696,
-19,-2289,-5112,-1324,
-11,-1781,-822,-3542,
0,-1144,3897,-3312,
4,-369,7496,770,
5,455,6816,579,
9,1124,6628,-6691,
16,1654,9066,-11390,
19,2128,9733,-9414,
20,2377,8202,-5676,
