418,324,-526,98,
433,429,22500,227,
-385,378,32767,220,
-1341,425,30275,184,
-1540,223,31417,131,
-260,71,30233,101,
1658,-61,30590,117,
3817,-254,16331,245,
3765,-331,-3299,325,
1311,-455,-5676,249,
-653,-575,372,140,
-1056,-611,-270,94,
-536,-603,-14587,142,
-262,-430,-24966,196,
-364,-189,-26822,224,
-205,34,-32235,197,
124,299,-32249,98,
494,517,-32768,-9,
40,624,-16973,-50,
-1145,732,18593,15,
-2349,891,32461,130,
-2694,818,30334,187,
-1677,662,31956,202,
-1477,615,20695,168,
-1351,362,7867,118,
735,-21,50,100,
2826,-448,-10396,152,
3408,-906,-9661,303,
2873,-1142,-318,334,
2334,-946,2430,213,
1760,-673,7194,128,
836,-570,26058,102,
63,-461,32027,125,
-585,-159,21112,180,
-1175,175,2083,227,
-1510,326,-20271,227,
-1723,478,-28083,153,
-1885,682,-17773,25,
-1721,762,-26495,-27,
-1684,652,-32768,56,
-1221,594,-15193,153,
-724,463,11686,187,
-1179,160,20813,208,
-646,-85,22152,183,
997,-308,19914,133,
1806,-442,22117,102,
1865,-547,13855,124,
1129,-583,-10026,274,
397,-608,-31543,350,
1109,-774,-30752,252,
1700,-789,-5556,163,
1249,-566,20548,121,
595,-289,22502,136,
-517,-98,28993,193,
-1483,112,25840,254,
-1124,473,8286,257,
-2026,905,6661,139,
-2847,1237,-6751,-18,
-2455,1216,-25917,-56,
-2317,857,-31181,56,
-971,485,-32100,160,
375,227,-23244,184,
802,9,-4751,195,
1403,-225,1094,168,
1444,-436,-4685,135,
1242,-602,-9451,107,
1584,-793,-7992,144,
1923,-955,6740,273,
2187,-939,11316,331,
1369,-769,3772,270,
-786,-461,19068,192,
-1139,-267,31709,131,
527,-311,29876,145,
1066,-188,29514,195,
-118,-18,30795,230,
-1601,194,4833,217,
-2409,673,-30396,120,
-1988,1042,-32670,-4,
-2176,1147,-32385,-59,
-2918,1023,-31545,6,
-2963,608,-29518,119,
-2813,318,-18531,158,
-1305,314,-1806,202,
1592,115,11351,219,
3027,-324,21045,167,
2659,-624,19979,111,
2594,-895,23775,153,
2934,-1016,13481,305,
1979,-953,9233,362,
831,-877,19406,283,
100,-729,23539,178,
510,-548,17423,102,
763,-386,8422,129,
33,-172,4578,193,
-460,115,-8008,205,
-747,354,-28910,169,
-1284,461,-32768,63,
-2265,587,-32399,-59,
-2871,877,-31838,-57,
-1601,1117,-32768,63,
-588,1076,-19714,166,
-1031,676,20578,218,
-1644,423,32767,266,
133,603,29797,213,
2335,398,31269,134,
2723,-293,29294,96,
2302,-833,31078,127,
520,-1182,24596,255,
-341,-1154,2700,294,
614,-853,-15759,229,
1909,-643,-30844,164,
2116,-460,-32768,151,
967,-347,-31835,184,
839,-354,-32720,183,
37,-276,-32365,198,
-2248,-19,-32245,199,
-2610,169,-32616,114,
-2164,123,-1685,-5,
-2737,178,31445,-52,
-2856,336,31223,15,
-3482,664,30928,139,
-2565,848,30012,220,
-237,692,32767,248,
568,720,8257,211,
1763,601,-22601,141,
2458,153,-23131,54,
1743,-221,-23917,66,
1197,-647,-20458,230,
2344,-1281,-8049,336,
2985,-1582,23903,282,
2322,-1463,31343,218,
2164,-1078,32014,209,
1984,-340,22077,203,
1883,255,-14831,179,
553,477,-14029,137,
-1950,479,-13323,88,
-4535,691,-22775,61,
-5897,1001,-20589,0,
-4837,868,-19915,-15,
-3951,537,-16308,72,
-3098,-35,2804,189,
-557,-286,26334,227,
792,-138,14831,199,
2483,-363,-17154,93,
3920,-876,-29499,30,
3594,-991,-32768,47,
3102,-874,-19052,107,
2381,-1013,25900,270,
2139,-1171,32767,367,
970,-1328,29890,304,
-149,-1038,31446,209,
8,-456,32364,127,
-661,-160,-11438,140,
-1381,351,-32768,175,
-2109,611,-31985,170,
-2674,46,-29362,167,
-2115,-177,18063,82,
-2092,576,32767,-103,
-3284,1634,28199,-153,
-3879,1490,15637,20,
-5367,498,3172,229,
-2884,200,-19531,276,
820,332,-32405,201,
2972,179,-32768,150,
5055,-659,-17939,131,
4832,-1679,27107,87,
3489,-2137,32480,131,
3711,-2008,30502,278,
2821,-1384,30450,348,
-1377,-664,31194,285,
-1950,-135,24296,159,
-256,372,-15915,43,
-203,299,-32768,81,
88,-35,-31389,199,
1469,241,-32457,249,
2072,653,-32768,251,
407,664,-30406,115,
-1387,313,-32768,-126,
-1942,-332,-16489,-182,
-2362,-1071,30511,-8,
-3066,-1435,32737,185,
-4370,-950,31644,267,
-4172,-292,29076,276,
-2665,969,28992,216,
-1666,2014,30962,155,
-627,1440,16873,92,
813,228,26132,89,
3301,-897,26369,225,
4525,-1175,14630,300,
2882,-800,-5137,202,
449,-1221,-29929,87,
-264,-1371,-15973,99,
755,-895,17948,197,
1512,87,32767,254,
669,1275,-8109,257,
-1001,1580,-32768,199,
-1905,1663,-28900,45,
-292,1338,-32768,-86,
835,1007,-11399,-39,
908,453,32122,79,
2585,295,30808,144,
246,1098,28646,128,
-3238,647,32418,133,
-5079,-693,15716,149,
-2718,-1239,-23803,155,
1774,-1643,-32768,132,
5066,-2014,-31682,156,
5116,-1722,-32768,305,
2399,-1149,-25996,341,
880,-924,-9138,248,
826,-877,22028,174,
830,-750,32658,116,
-3280,-330,28812,89,
-4813,91,32767,110,
-2688,159,-3047,165,
-3069,641,-32768,164,
1163,926,-32768,99,
5969,167,-29277,23,
2252,-453,-12403,-5,
-4359,-314,-26287,42,
-6105,793,-32768,139,
-4528,2789,-32768,181,
-5762,4085,1957,194,
-6128,3266,32767,200,
-875,686,29916,168,
3792,-1248,32265,116,
5521,-1594,30099,122,
2686,-1447,32263,240,
1224,-1841,16813,329,
3444,-2389,-21143,247,
4601,-2291,-32768,141,
2998,-1895,-31923,94,
5524,-1027,-32545,112,
7670,-190,-32267,160,
182,631,-31057,182,
-4773,1978,1583,186,
-5083,2309,31926,132,
-2304,1576,32342,12,
-1184,1747,30257,-20,
-1923,2833,25243,20,
-16,2592,28798,104,
-152,930,31767,174,
3549,-402,29142,190,
6864,-1233,32124,157,
4055,-1987,21837,121,
-1229,-2426,-12064,111,
-4723,-2455,-30040,155,
-8025,-2257,-32768,308,
-9663,-1928,-25626,399,
-8195,-1702,-24301,304,
-5008,-818,-21340,165,
2423,-137,-16179,74,
5382,242,-21591,49,
3963,1986,-20002,66,
4426,3427,-16847,152,
9377,2358,-18103,230,
9752,-8,-10206,169,
3498,-416,-17831,27,
1103,1079,-22907,-30,
-364,3076,-24354,23,
-7315,3673,-2067,113,
-8897,2301,32767,152,
-3769,711,32513,168,
134,-796,31847,191,
1594,-1979,31898,196,
3249,-2201,31345,146,
3941,-2178,30865,129,
2538,-2115,30943,259,
1953,-1614,18476,330,
1284,-1060,-18955,251,
-297,-892,-32768,140,
-3594,-941,-30285,67,
-3041,-1034,-32768,118,
-875,-1196,-5858,205,
-207,-789,31383,228,
-306,-25,32767,208,
-159,877,11882,70,
870,2394,-27166,-100,
-899,3234,-32768,-74,
-2012,3157,-32080,77,
-6325,2379,-31439,221,
-8538,1235,1064,284,
-4054,632,29247,259,
-1769,-354,32767,166,
2116,-1190,25836,98,
5642,-803,-2470,53,
6428,-478,-10651,87,
7357,-1093,-6097,240,
8015,-1064,-5712,291,
6495,-955,-1513,242,
2567,-1032,-1440,187,
-2912,-717,11500,122,
-6800,-66,26606,145,
-7620,-36,18880,210,
-6177,-828,-194,249,
-5594,-1081,-20211,224,
-3372,-249,-32768,101,
62,1734,-9913,-35,
95,3411,30563,-59,
119,3399,31198,47,
546,2018,31499,158,
1678,405,21767,191,
2556,-19,-7972,197,
2132,458,-27646,154,
3624,636,-32434,121,
6391,366,-32610,99,
6916,-738,-28893,124,
1482,-2271,-14559,266,
-1647,-2743,13186,357,
7,-2531,32054,297,
-1002,-2602,30989,216,
-2939,-2371,31547,152,
-4120,-1226,29706,113,
-3753,673,32616,115,
-1522,2412,17213,170,
-2616,2701,-23485,193,
-4554,2081,-32768,108,
-3098,1403,-24642,-32,
-2684,415,-18652,-103,
1987,-148,-23249,16,
8340,-103,-31634,191,
8710,217,-30369,243,
7045,12,-15684,276,
4242,-489,3815,242,
-2808,-546,27309,134,
-5828,-296,32767,65,
-4453,619,26066,102,
-4208,1593,25203,256,
-899,1535,21004,330,
286,490,7833,254,
-86,-1040,-6433,190,
2242,-1757,-26511,138,
3227,-1307,-32768,135,
322,-880,-31743,178,
-2755,-807,-18548,215,
-1488,-597,-21749,214,
1406,-209,-31988,105,
1079,65,-32768,-92,
-1750,474,-8514,-102,
-2712,1027,30556,88,
-1940,1500,32767,172,
-402,2552,30403,156,
2496,2988,32767,210,
5130,1561,16276,281,
5173,-482,-27228,235,
2748,-1838,-24759,81,
-1402,-2400,7512,3,
-1940,-2473,17090,137,
3,-1519,18588,282,
1032,110,31566,298,
3394,685,27926,288,
3069,-275,-7663,227,
1585,-1031,-26435,178,
-2992,-941,-26974,181,
-7091,-511,-31322,191,
-6418,457,-31982,172,
-2982,2022,-31098,94,
-643,2621,-32768,-11,
207,2406,-13680,-59,
1035,1467,15797,15,
