-377,-1989,4893,165,
-831,-4098,3940,311,
-648,-3640,-6138,269,
-372,-3068,-11305,165,
-7,-1891,-16691,-46,
289,-707,-23101,-220,
559,583,-24700,-280,
796,1929,-21054,-275,
959,3079,-15187,-468,
1031,3904,-7576,-758,
947,4130,-938,-2276,
750,3779,4628,-3452,
501,3023,9252,-1410,
212,2024,12672,1085,
-63,1136,15341,2163,
-305,168,16813,2169,
-552,-982,16381,1851,
-787,-1898,14451,1438,
-971,-2459,14333,955,
-1067,-3014,14600,563,
-1130,-3656,9578,365,
-1057,-4024,183,382,
-797,-3767,-8273,378,
-441,-2882,-15253,213,
-76,-1730,-19942,6,
289,-574,-22040,-157,
692,726,-21809,-219,
985,1972,-18891,-249,
1128,3134,-15625,-444,
1168,4039,-9398,-771,
1032,4225,-1772,-2122,
787,3822,4675,-2816,
494,3003,9483,-629,
154,1933,12716,1417,
-136,762,15315,1901,
-388,-334,16540,1768,
-644,-1226,16489,1459,
-828,-2092,15370,960,
-919,-2693,17546,515,
-993,-2909,19068,290,
-1019,-3423,11144,257,
-908,-3876,-232,442,
-684,-3519,-8676,505,
-354,-2485,-15641,326,
-26,-1254,-20723,105,
301,-112,-23190,-67,
715,1303,-22432,-140,
997,2773,-20353,-203,
1061,3754,-17180,-326,
1035,4137,-11234,-734,
910,3633,-4079,-1769,
695,2685,6827,-1903,
452,1851,14330,-516,
175,849,15320,766,
-185,-29,16166,1345,
-494,-703,16757,1494,
-641,-1119,15711,1437,
-789,-1649,14173,1115,
-910,-2311,14718,688,
-984,-2654,14825,405,
-1087,-3232,10332,304,
-1002,-3672,2057,369,
-719,-3331,-6573,361,
-291,-2357,-14016,201,
102,-1211,-21361,7,
455,11,-27066,-140,
855,1678,-27942,-128,
1036,3250,-24179,-195,
1071,3368,-14144,-386,
1064,3460,-1473,-1190,
932,4415,6438,-4287,
636,3824,10560,-4952,
257,2508,12200,-1094,
-37,899,12804,2317,
-242,-336,13663,3745,
-411,-723,15089,3846,
-586,-1407,14188,3265,
-719,-2072,12862,2341,
-738,-2650,17066,1470,
-778,-3163,15174,888,
-807,-3592,4521,525,
-702,-3720,-2639,449,
-511,-3261,-7296,343,
-140,-2345,-13621,55,
232,-1243,-19521,-253,
468,-1,-23011,-509,
563,1387,-24245,-582,
538,2665,-23479,-685,
496,3621,-19561,-968,
320,4121,-8637,-1747,
-30,3994,3206,-4279,
-325,3389,8228,-4429,
-399,3030,13211,-379,
-234,2483,18553,2525,
146,1244,19741,3013,
477,-246,18101,2626,
382,-2034,15572,1962,
-3,-3458,13766,1327,
-344,-4109,14108,905,
-639,-4398,13125,535,
-890,-4362,7038,436,
-909,-3819,-3052,687,
-706,-2814,-11000,601,
-252,-1476,-15491,221,
279,-442,-20551,-127,
778,674,-23059,-273,
1212,2035,-23341,-253,
1337,2374,-22016,-561,
1271,2745,-15390,-900,
1081,3487,-5639,-4053,
822,4159,1734,-7578,
526,4485,6159,-3596,
98,3177,11101,2076,
-235,2131,16632,3967,
-414,2031,21059,3497,
-731,-548,20766,3116,
-1071,-3546,19338,3267,
-1185,-4690,12461,2486,
-971,-3034,4662,1440,
-782,-213,2750,1024,
-877,-307,6813,1077,
-956,-3684,8104,1104,
