-606,-33,9526,16622,
-899,-276,13056,32767,
-456,-415,-1027,31589,
-112,-309,-10136,32510,
395,-329,-15511,32767,
835,-405,-18608,24612,
1245,-401,-21197,-2800,
1569,-332,-25518,-28414,
1736,-190,-28483,-32768,
1747,-90,-24539,-32158,
1554,-116,-17946,-32523,
1083,-127,-8234,-32407,
371,43,3133,-32236,
-347,307,13520,-32768,
-984,118,21721,-28630,
-1452,-79,28461,-7237,
-1653,426,31581,21090,
-1660,708,29271,32767,
-1540,491,26986,32221,
-1312,255,20640,32680,
-1041,86,12417,32422,
-795,-1,5997,32370,
-541,-79,-858,32705,
-137,-191,-6295,32228,
399,-260,-13498,32767,
848,-259,-25558,22581,
1180,-230,-32538,-7715,
1469,-278,-32347,-30474,
1647,-268,-29859,-32768,
1622,-71,-20321,-32201,
1404,65,-8267,-32525,
1042,120,2953,-32383,
571,357,15119,-32203,
-35,412,24143,-32768,
-623,837,26543,-21920,
-1069,1659,26663,2554,
-1505,1260,23099,24705,
-1797,329,23549,32767,
-1772,-437,22290,32216,
-1547,-1465,14790,32685,
-1171,-1790,10305,32388,
-769,-1539,7658,32521,
-385,-881,3125,32484,
64,-17,-11291,32669,
589,395,-24302,32181,
1269,-1302,-28099,19674,
1504,-1203,-21035,-9547,
1618,-507,-9603,-31808,
1553,410,-12617,-32742,
1255,1130,-20181,-32296,
908,1504,-18318,-32436,
520,1577,-10451,-32469,
-62,730,-84,-32183,
-680,15,3735,-32768,
-1283,-752,4719,-25964,
-1752,-1041,18012,1706,
-1860,-248,31302,27795,
-1658,343,32669,32767,
-1434,2441,31435,32196,
-1149,5055,22341,32742,
-761,4459,15653,32216,
-342,813,11699,32710,
163,-3967,90,32217,
715,-6162,-17046,32767,
1139,-5023,-29800,29990,
1474,-2515,-32768,10030,
1753,-29,-31331,-15118,
1696,1821,-20222,-31287,
1399,3179,-18371,-32768,
1102,2215,-26183,-32189,
832,-330,-25396,-32515,
398,-3073,-15437,-32385,
-185,-2702,4689,-32394,
-660,-34,27390,-32768,
-921,989,32767,-21371,
-1036,625,32211,5827,
-1174,-1258,32210,28954,
-1341,-981,32767,32767,
-1475,432,26397,32189,
-1377,792,7805,32752,
-1120,1620,-9101,32218,
-907,2357,-13718,32698,
-540,2722,-3685,32288,
-104,2319,68,32767,
490,737,-12384,30398,
992,-187,-22567,9468,
934,937,-24613,-19339,
1005,2686,-29894,-32768,
1302,3023,-32166,-32413,
1257,619,-21231,-32356,
935,-3278,-16291,-32583,
584,-4496,-10708,-32060,
182,-2803,11853,-32768,
-257,-1692,24766,-30996,
-483,-224,30754,-14344,
-583,2953,32767,8015,
-743,4834,27988,29044,
-981,1679,23472,32767,
-991,-212,18756,32045,
-722,-1412,16897,32730,
-605,-8057,11519,32242,
-324,-9661,-1868,32649,
281,-5056,-11343,32297,
719,-562,-11690,32767,
933,1224,-8799,23517,
1309,-3618,-9455,-5397,
1774,-5627,-16943,-29775,
1829,-1222,-24877,-32768,
1378,967,-26524,-32199,
801,688,-22931,-32481,
158,824,-16531,-32489,
-487,4808,-9451,-32094,
-993,7641,-1882,-32768,
-1356,7898,10385,-27552,
-1591,5320,22813,-3548,
-1759,1069,27567,21521,
-1700,3712,30982,32767,
-1465,6330,31343,32493,
-1259,4498,26786,32542,
-968,1159,20591,32468,
-683,-1414,10339,32440,
-332,-1840,548,32615,
293,-850,-7521,32339,
887,268,-15538,32767,
1223,1505,-20792,21508,
1521,432,-24307,-4094,
1746,-1358,-27543,-26774,
1852,-2105,-27656,-32768,
1841,-4188,-23688,-32174,
1467,-4325,-19126,-32463,
874,-3090,-10800,-32473,
286,-2831,1179,-32250,
-384,-3350,10214,-32768,
-996,-1080,18867,-30311,
-1422,1101,28193,-8789,
-1752,1727,31998,20737,
-2116,1242,32272,32767,
-2144,-124,30418,32309,
-1653,1053,23903,32644,
-1213,2945,16491,32378,
-772,2174,7524,32519,
110,2770,-2805,32437,
1116,5988,-11078,32660,
1701,3098,-16260,32415,
1895,-5898,-21413,19123,
1495,-15936,-27599,-4655,
1175,-15809,-32223,-27581,
1331,-8701,-32194,-32768,
1282,2044,-21465,-32005,
1081,9717,-6588,-32595,
713,5442,-2059,-32439,
147,-2258,2946,-32153,
-422,-597,14193,-32768,
-1088,2918,23486,-26442,
-1604,-834,29705,-5909,
-1780,-855,30904,18137,
-2001,305,27948,32575,
-1951,342,23865,32547,
-1627,1124,18395,32488,
-1473,2210,14394,32494,
-1106,4230,6019,32448,
-361,4173,-8086,32501,
479,4534,-17250,32570,
1234,6456,-18777,32513,
1838,4110,-21446,19640,
2276,-428,-26081,-6000,
2473,-1328,-25903,-28341,
2445,1092,-24166,-32768,
1993,2520,-26002,-32036,
1361,7195,-22046,-32610,
753,11822,-10041,-32266,
12,5199,1857,-32469,
-804,-8313,12018,-32754,
-1434,-16507,22152,-20976,
-2094,-15395,29048,3466,
-2436,-10162,31362,27079,
-2245,-4999,30880,32767,
-1855,-1780,27424,32101,
-1498,-565,22154,32760,
-1245,-1051,16543,32267,
-844,-4443,6896,32684,
-151,-7918,-5945,32222,
626,-5116,-13273,32767,
1364,3846,-17515,29361,
1949,11846,-22698,10863,
2232,14764,-24904,-13612,
2227,9298,-25373,-31130,
2192,678,-26033,-32768,
2082,-5205,-24335,-32093,
1495,-6413,-19400,-32677,
607,-1612,-10451,-32031,
-181,6033,4212,-32768,
-822,8796,20112,-29716,
-1310,7081,26284,-11762,
-1856,1683,25076,13643,
-2279,-1718,26892,31392,
-2389,281,30206,32767,
-2161,1329,28868,32353,
-1765,853,22558,32604,
-1349,-504,14201,32354,
-762,-1385,4738,32659,
