-501,-192,-17019,1629,
-1883,334,-31569,25316,
-1800,278,-15566,32767,
-1433,-14,-5976,31749,
-860,-153,2722,32767,
-247,-296,10022,32216,
271,-364,15020,32714,
696,-396,19625,32177,
977,-395,23455,32767,
1211,-389,23859,29159,
1348,-301,22704,8801,
1278,-165,24946,-14337,
1056,-146,26260,-30253,
973,-117,20966,-32768,
948,70,9856,-32250,
645,319,-3418,-32366,
64,498,-15365,-32572,
-571,547,-27028,-32271,
-1048,548,-32606,-32768,
-1432,505,-32361,-29286,
-1700,372,-32375,1585,
-1788,230,-26135,30858,
-1694,61,-14575,32767,
-1264,-160,-4974,32332,
-687,-304,2861,32681,
-216,-370,9374,32189,
200,-378,13425,32737,
590,-327,18286,32098,
969,-304,23044,32767,
1237,-281,24019,24706,
1323,-216,23818,2030,
1261,-128,25597,-18881,
1132,-81,25112,-31938,
1090,-21,18249,-32746,
965,114,6662,-32323,
549,273,-6108,-32362,
-45,391,-16282,-32627,
-610,425,-23526,-32151,
-1053,441,-30101,-32768,
-1467,406,-32481,-25435,
-1758,317,-32768,7148,
-1854,230,-28006,31690,
-1717,76,-14289,32645,
-1251,-26,-2198,32437,
-659,-119,5326,32558,
-112,-215,10873,32310,
401,-314,16001,32646,
816,-475,20532,32231,
1125,-545,23860,32767,
1368,-533,23185,20993,
1441,-477,22333,-1420,
1273,-204,24648,-18774,
1027,80,24167,-31267,
862,234,16368,-32768,
637,371,4382,-32194,
226,476,-7305,-32483,
-355,298,-17666,-32523,
-831,192,-26150,-32276,
-1082,461,-31430,-32768,
-1377,550,-32768,-20128,
-1644,430,-31160,13076,
-1757,301,-21689,32764,
-1642,123,-10999,32407,
-1199,-98,-2580,32563,
-592,-345,2955,32539,
57,-602,7949,32336,
660,-489,16580,32653,
1035,-375,23189,32291,
1231,-512,25383,32767,
1372,-533,24179,25481,
1455,-194,23513,5090,
1323,362,21593,-19346,
1144,368,13508,-32768,
1133,112,7145,-32419,
967,90,3235,-32386,
478,437,-4213,-32384,
-212,1086,-10715,-32539,
-817,985,-17064,-32222,
-1281,547,-27893,-32768,
-1709,51,-32768,-18551,
-1958,-849,-30998,15853,
-2029,-1368,-21660,32767,
-1853,-749,-12819,32253,
-1264,-76,-6205,32657,
-512,-169,67,32366,
90,433,4081,32477,
529,1768,11381,32469,
854,614,24849,32567,
1051,-1258,31701,32435,
1318,-1274,31808,16476,
1569,-1782,29449,-6639,
1519,-1602,14246,-24414,
1346,-1081,-3008,-32768,
1240,-683,-10345,-32412,
984,756,-2151,-32324,
405,1761,5410,-32528,
-306,1703,-969,-32364,
-863,1636,-12249,-32651,
-1306,2117,-25295,-31935,
-1772,1964,-32556,-12061,
-2037,1318,-31216,20200,
-2055,756,-24659,32767,
-1773,-730,-14848,32209,
-1227,-1960,-3500,32694,
-626,-1770,1757,32332,
10,-1246,2659,32570,
612,-235,9852,32419,
1065,-346,20687,32684,
1400,-377,30583,31936,
1690,299,29131,16437,
1749,22,19933,-3681,
1535,-302,15548,-20232,
1432,-229,15005,-31939,
1327,271,16974,-32708,
899,937,10585,-32193,
326,1118,-3298,-32498,
-360,674,-18344,-32569,
-1050,-1416,-30417,-32158,
-1549,-2211,-32602,-32768,
-1901,-459,-32760,-13577,
-2097,893,-29573,22985,
-2128,1265,-18811,32767,
-1799,905,-8075,31929,
-1121,567,-1385,32767,
-461,290,3122,32209,
119,199,11282,32591,
620,-246,19458,32371,
993,-1069,23330,32767,
1356,-1015,22374,31562,
1630,-1081,23054,16195,
1689,-893,27883,-7234,
1624,1038,30311,-27506,
1559,2862,24742,-32768,
1426,2484,12466,-32189,
1037,286,-2297,-32440,
237,-3200,-15223,-32429,
-582,-4847,-27376,-32469,
-1078,-1686,-32768,-32515,
-1532,1907,-32138,-31831,
-1944,3658,-32768,-7428,
-2189,3895,-22995,26516,
-2169,425,-10713,32767,
-1736,-3773,-5554,32045,
-973,-3468,881,32767,
-340,-1769,8180,32161,
11,-1651,14259,32697,
528,1723,19991,32237,
1145,4561,23382,32767,
1536,3992,21973,29910,
1709,-41,21480,11033,
1677,-3844,24206,-10940,
1495,-4919,27573,-27937,
1416,-3749,22852,-32768,
1367,550,10522,-32236,
1017,2423,-2173,-32392,
342,159,-12805,-32516,
-398,-279,-25428,-32356,
-969,328,-32464,-32768,
-1695,1267,-32629,-30412,
-2329,2592,-30844,-4406,
-2258,2935,-24560,27519,
-1945,2146,-18039,32767,
-1565,1779,-9252,32086,
-1040,1248,589,32767,
-520,842,7144,32221,
-9,56,12968,32693,
582,79,19004,32203,
1020,-628,23153,32767,
1291,-2444,24603,26935,
1696,-1955,24400,9076,
1739,-1976,26114,-7842,
1686,-767,25462,-25012,
1842,1015,18206,-32768,
1461,-1332,7031,-32297,
676,-4311,-5619,-32318,
47,-595,-16634,-32622,
-602,2170,-25703,-32214,
-1239,1853,-31383,-32768,
-1699,3900,-32440,-29255,
-2144,6260,-32766,5,
-2426,2696,-26676,29703,
-2276,-1544,-14184,32767,
-1768,-6127,-5225,32238,
-957,-8601,2355,32637,
-130,-1323,9401,32252,
547,3443,15200,32572,
1063,2993,20245,32338,
1418,1876,24035,32767,
1729,1043,26729,19661,
1850,-549,27591,-5562,
1627,-1707,26609,-25787,
1476,-4186,21062,-32768,
1464,-4218,14198,-32311,
1444,105,8361,-32493,
1158,4043,-1303,-32315,
362,5592,-12908,-32646,
-614,6248,-21840,-32211,
-1526,3571,-29918,-32768,
-2193,-3705,-32719,-20150,
-2589,-5585,-32439,14409,
-2606,-4978,-32036,32767,
-2076,-6460,-22623,32237,
-1341,-3382,-9652,32655,
-808,888,2595,32435,
-238,2457,13553,32376,
444,3136,19837,32600,
1070,2209,23436,32347,
1528,1257,25019,32767,
1850,1765,25033,21095,
2006,1720,26715,-3007,
1897,1252,29720,-24926,
1767,1873,26088,-32768,
1806,2968,15741,-32240,
1582,1167,3808,-32464,
771,-970,-11178,-32436,
-266,-1344,-22006,-32378,
-1190,-3667,-29288,-32672,
-1752,-2148,-32765,-31975,
